loan_amount,annual_income,home_ownership,purpose,credit_score,monthly_debt,employment_length_years,loan_term_months,number_of_open_accounts,delinquencies_2y,inquiries_6m,default
16000,51000.0,OWN,debt_consolidation,707,869.125,5.0,36.0,10,0,0,1
10000,52000.0,MORTGAGE,major_purchase,645,1100.2333333333333,8.0,36.0,14,2,2,0
22000,100400.0,MORTGAGE,debt_consolidation,674,1889.193333333333,9.0,36.0,15,1,0,0
33600,151000.0,MORTGAGE,other,727,1711.3333333333335,0.5,36.0,15,0,3,0
15000,48000.0,RENT,debt_consolidation,715,755.1999999999999,10.0,36.0,11,0,0,0
35000,120000.0,MORTGAGE,debt_consolidation,708,1823.0000000000002,5.0,36.0,11,1,0,0
5000,160000.0,RENT,car,780,1332.0,0.5,36.0,20,0,2,0
16000,75000.0,MORTGAGE,debt_consolidation,738,875.625,10.0,60.0,11,0,0,0
7500,25000.0,OWN,debt_consolidation,630,417.2916666666667,2.0,36.0,7,1,0,0
20000,71000.0,RENT,other,761,1308.175,5.0,36.0,16,0,0,0
35000,120000.0,MORTGAGE,debt_consolidation,704,2109.0,3.0,36.0,25,1,0,1
24000,146000.0,MORTGAGE,other,759,3162.116666666666,9.0,36.0,16,1,0,0
21000,115000.0,MORTGAGE,debt_consolidation,749,1651.2083333333335,10.0,60.0,13,0,0,0
5000,91000.0,MORTGAGE,home_improvement,749,1860.1916666666668,1.0,36.0,18,0,0,0
25000,100000.0,RENT,debt_consolidation,723,1020.8333333333334,0.5,36.0,13,0,0,0
10000,55000.0,RENT,other,712,230.0833333333333,8.0,36.0,9,0,0,0
10800,30000.0,RENT,debt_consolidation,732,278.0,3.0,36.0,10,0,0,1
12000,37000.0,MORTGAGE,other,682,381.09999999999997,2.0,60.0,3,0,1,0
3825,17204.0,RENT,other,675,363.0044,0.0,36.0,8,0,3,0
15000,80000.0,MORTGAGE,other,675,1579.3333333333335,5.0,36.0,19,1,1,0
30000,42000.0,MORTGAGE,other,699,466.9,7.0,60.0,16,0,1,0
25000,45000.0,RENT,other,697,454.875,5.0,36.0,10,0,0,0
14000,70000.0,RENT,other,749,1061.0833333333333,2.0,36.0,7,0,0,0
7300,48500.0,RENT,debt_consolidation,693,166.1125,4.0,36.0,3,0,0,0
6625,23900.0,RENT,other,688,573.9983333333333,0.0,36.0,10,0,0,0
2400,55000.0,RENT,other,705,442.29166666666663,8.0,36.0,6,1,0,1
20000,98254.0,MORTGAGE,debt_consolidation,704,1318.2411666666667,10.0,60.0,6,0,0,0
8000,51000.0,OWN,other,682,1034.875,6.0,36.0,6,0,0,0
4550,16000.0,RENT,debt_consolidation,680,27.066666666666663,0.0,36.0,5,0,0,0
12000,68000.0,MORTGAGE,debt_consolidation,660,509.4333333333334,10.0,60.0,10,1,6,0
10750,32000.0,RENT,debt_consolidation,701,784.2666666666667,0.0,36.0,11,0,1,1
8000,25200.0,RENT,vacation,715,707.91,0.0,36.0,10,0,0,1
36400,350000.0,MORTGAGE,debt_consolidation,739,1621.6666666666667,2.0,36.0,16,1,0,0
35000,400000.0,MORTGAGE,home_improvement,791,1933.3333333333333,6.0,60.0,8,0,0,0
3600,70000.0,RENT,debt_consolidation,742,1804.8333333333333,10.0,36.0,19,0,1,0
30000,120000.0,RENT,other,722,2036.0,3.0,60.0,11,0,2,0
34575,90000.0,MORTGAGE,debt_consolidation,698,2427.75,1.0,36.0,20,0,1,1
4000,41000.0,RENT,major_purchase,704,834.0083333333333,1.0,36.0,20,1,0,0
15000,70000.0,RENT,debt_consolidation,637,1115.3333333333333,2.0,36.0,10,2,1,1
8400,82000.0,RENT,debt_consolidation,789,740.7333333333332,10.0,36.0,10,0,0,0
10000,84000.0,MORTGAGE,debt_consolidation,666,1045.1,0.0,36.0,5,1,2,0
12000,22000.0,RENT,other,712,177.1,0.0,36.0,6,0,0,0
8000,58000.0,MORTGAGE,debt_consolidation,685,1673.2999999999997,10.0,36.0,24,0,3,1
15000,90000.0,RENT,debt_consolidation,733,1644.0,1.0,36.0,21,0,1,0
20000,78000.0,MORTGAGE,debt_consolidation,699,1366.3,7.0,36.0,5,0,0,0
4000,80000.0,MORTGAGE,vacation,662,1372.6666666666667,10.0,36.0,30,1,2,0
20000,103000.0,MORTGAGE,debt_consolidation,686,1538.1333333333337,3.0,36.0,11,0,4,0
2300,96000.0,MORTGAGE,major_purchase,740,379.20000000000005,4.0,36.0,11,0,0,0
21000,100000.0,MORTGAGE,other,726,1160.0,10.0,60.0,14,0,2,0
13650,40000.0,RENT,major_purchase,701,158.99999999999997,2.0,60.0,10,0,1,0
14500,75000.0,MORTGAGE,debt_consolidation,640,1813.1250000000002,1.0,60.0,18,3,2,0
30000,65000.0,RENT,other,738,1370.9583333333333,10.0,60.0,20,0,1,0
35000,540000.0,MORTGAGE,debt_consolidation,758,2331.0,2.0,60.0,15,0,3,1
4400,135000.0,MORTGAGE,home_improvement,774,1786.5,5.0,36.0,48,0,0,0
1000,27000.0,MORTGAGE,vacation,737,414.0,4.0,36.0,11,0,0,0
5375,26000.0,RENT,other,717,471.03333333333325,0.0,36.0,9,0,1,0
16000,60000.0,MORTGAGE,debt_consolidation,716,1684.0,8.0,60.0,7,0,0,0
6000,109359.0,MORTGAGE,medical,692,1284.0569249999999,10.0,36.0,8,0,1,0
20000,62000.0,RENT,other,741,887.1166666666668,3.0,36.0,10,0,0,0
18000,75000.0,MORTGAGE,debt_consolidation,701,1453.7500000000002,4.0,36.0,8,0,3,0
10000,50000.0,MORTGAGE,debt_consolidation,732,696.25,3.0,36.0,19,0,0,0
19000,47320.0,MORTGAGE,debt_consolidation,717,699.1530000000001,7.0,60.0,11,0,0,0
9000,47000.0,RENT,debt_consolidation,727,1088.05,10.0,36.0,9,0,0,0
3600,69000.0,RENT,debt_consolidation,712,1097.1,10.0,36.0,12,1,2,0
12000,170000.0,MORTGAGE,debt_consolidation,757,1606.5,2.0,60.0,7,1,0,0
10000,51500.0,RENT,other,707,892.2375000000001,3.0,36.0,7,0,1,0
25000,126580.0,MORTGAGE,other,747,394.5076666666667,3.0,60.0,9,0,0,0
12050,32140.0,MORTGAGE,other,702,419.9626666666667,10.0,36.0,9,0,0,0
5000,55000.0,OWN,debt_consolidation,704,775.5,10.0,36.0,15,0,0,0
15000,57000.0,MORTGAGE,major_purchase,656,111.625,10.0,60.0,12,1,1,0
3500,65000.0,MORTGAGE,debt_consolidation,664,411.125,3.0,36.0,6,1,1,0
28000,150000.0,MORTGAGE,debt_consolidation,730,2608.75,10.0,36.0,12,0,0,0
18000,65000.0,RENT,moving,702,627.25,3.0,60.0,6,0,0,0
9000,85000.0,RENT,debt_consolidation,736,1282.0833333333335,10.0,36.0,13,0,0,0
5875,18000.0,RENT,debt_consolidation,728,241.95,0.5,36.0,3,0,0,1
17875,44916.0,MORTGAGE,debt_consolidation,724,474.6124,10.0,60.0,9,0,1,0
12000,125000.0,RENT,other,640,1997.9166666666665,10.0,36.0,13,4,0,0
35000,115000.0,MORTGAGE,other,719,1636.8333333333333,7.0,60.0,18,0,1,0
24250,66840.0,MORTGAGE,debt_consolidation,709,936.8740000000001,6.0,60.0,10,0,1,1
4000,60000.0,RENT,debt_consolidation,718,892.9999999999999,0.5,36.0,8,0,0,1
31900,101000.0,RENT,debt_consolidation,722,2045.2499999999998,10.0,60.0,6,0,1,0
16000,75000.0,MORTGAGE,debt_consolidation,711,968.75,4.0,36.0,8,0,1,0
12000,50000.0,OWN,debt_consolidation,726,400.00000000000006,10.0,60.0,8,0,0,0
20000,50000.0,RENT,debt_consolidation,697,712.0833333333334,10.0,60.0,4,0,0,0
10000,200000.0,RENT,other,811,396.6666666666667,0.5,36.0,8,0,0,0
21000,175000.0,RENT,other,780,3558.3333333333335,5.0,60.0,9,0,1,1
18000,80000.0,MORTGAGE,other,669,1626.6666666666667,10.0,60.0,10,2,0,1
6000,31000.0,MORTGAGE,debt_consolidation,685,796.1833333333335,0.0,36.0,17,1,0,0
35000,185000.0,MORTGAGE,debt_consolidation,798,2392.6666666666665,10.0,36.0,15,0,0,0
13500,60000.0,MORTGAGE,debt_consolidation,735,1107.0,0.0,60.0,11,1,2,0
15000,90000.0,RENT,debt_consolidation,737,1707.75,2.0,60.0,13,0,1,0
10000,30000.0,RENT,other,686,983.0,10.0,60.0,20,0,0,0
14000,105000.0,MORTGAGE,other,760,1862.8749999999998,10.0,60.0,11,0,0,0
6400,44000.0,RENT,other,720,816.9333333333333,2.0,36.0,10,0,0,1
14975,30000.0,OWN,other,628,935.9999999999999,4.0,60.0,12,2,3,0
5000,60000.0,MORTGAGE,debt_consolidation,717,823.0,0.5,36.0,18,0,1,0
7200,41000.0,RENT,debt_consolidation,724,994.2500000000001,1.0,36.0,21,0,2,0
12000,34000.0,RENT,debt_consolidation,722,523.3166666666666,0.5,36.0,33,0,0,0
22000,111000.0,MORTGAGE,debt_consolidation,725,1250.6,6.0,36.0,9,0,2,0
12000,50000.0,RENT,debt_consolidation,696,1620.416666666667,7.0,60.0,20,0,0,0
30000,100000.0,MORTGAGE,debt_consolidation,712,1979.1666666666667,6.0,36.0,16,0,4,0
12025,68316.0,RENT,debt_consolidation,786,1287.1873,10.0,36.0,6,0,0,1
25600,31000.0,RENT,debt_consolidation,704,810.65,0.5,60.0,7,0,0,0
13000,100000.0,MORTGAGE,debt_consolidation,718,1329.1666666666667,10.0,60.0,10,1,1,0
35000,123000.0,MORTGAGE,debt_consolidation,763,3733.05,10.0,60.0,50,0,2,0
8000,50000.0,RENT,debt_consolidation,770,879.1666666666669,7.0,36.0,13,0,0,0
20700,45000.0,RENT,debt_consolidation,681,1069.125,2.0,60.0,8,0,0,0
7500,52000.0,RENT,debt_consolidation,667,825.0666666666665,4.0,36.0,17,1,0,0
4800,22800.0,RENT,debt_consolidation,723,475.0,4.0,36.0,7,0,0,0
8000,25000.0,RENT,debt_consolidation,714,723.1250000000001,6.0,36.0,5,0,0,0
3375,30000.0,MORTGAGE,debt_consolidation,658,451.0,3.0,36.0,12,2,0,0
8000,47502.15,RENT,debt_consolidation,676,1063.2564575000001,10.0,36.0,10,1,2,1
30000,160000.0,MORTGAGE,debt_consolidation,717,2586.6666666666665,7.0,60.0,10,1,2,1
12000,100000.0,RENT,other,749,1018.3333333333335,10.0,36.0,6,0,1,0
13000,78564.0,RENT,debt_consolidation,682,1319.8752,1.0,60.0,21,1,1,0
6000,50000.0,RENT,other,695,54.16666666666668,3.0,36.0,3,0,0,0
10000,25200.0,MORTGAGE,debt_consolidation,717,657.09,0.0,36.0,11,0,2,0
10000,30000.0,OWN,debt_consolidation,691,601.0,10.0,60.0,8,0,0,0
5000,67000.0,RENT,other,685,379.10833333333335,5.0,36.0,5,1,0,0
3600,50000.0,RENT,debt_consolidation,686,865.0000000000001,2.0,36.0,8,0,2,0
8000,45000.0,MORTGAGE,debt_consolidation,686,800.9999999999999,1.0,36.0,6,0,0,0
14050,80000.0,MORTGAGE,other,743,810.0,7.0,36.0,6,0,0,0
10000,30000.0,RENT,debt_consolidation,638,284.0,0.5,36.0,8,2,1,0
2350,40080.0,RENT,car,706,196.05800000000002,7.0,36.0,8,0,0,0
3000,70000.0,RENT,major_purchase,720,1650.8333333333335,6.0,36.0,17,0,0,0
31000,115000.0,RENT,debt_consolidation,782,2804.083333333334,10.0,36.0,16,0,0,0
4000,127000.0,MORTGAGE,home_improvement,759,621.2416666666667,4.0,36.0,11,0,0,0
30000,160000.0,RENT,debt_consolidation,735,1266.6666666666667,0.5,60.0,7,0,0,0
10000,80000.0,OWN,other,701,704.0,2.0,60.0,18,0,2,0
9250,31000.0,RENT,debt_consolidation,680,346.9416666666667,4.0,36.0,17,0,3,1
27575,58000.0,RENT,debt_consolidation,698,1305.9666666666665,4.0,60.0,11,0,0,1
13000,65000.0,RENT,debt_consolidation,693,1294.0416666666667,3.0,60.0,11,0,2,1
25000,165000.0,MORTGAGE,home_improvement,735,2069.375,1.0,36.0,15,0,2,0
3800,49731.0,MORTGAGE,home_improvement,693,624.12405,10.0,36.0,7,0,0,0
21000,75999.0,MORTGAGE,debt_consolidation,733,1148.2182249999998,10.0,36.0,8,0,0,0
10000,42000.0,MORTGAGE,debt_consolidation,712,578.9,3.0,36.0,11,0,1,0
25000,114894.0,MORTGAGE,other,771,1250.4297,1.0,36.0,14,0,0,0
10000,45000.0,MORTGAGE,debt_consolidation,700,234.00000000000003,0.0,36.0,5,0,1,0
3500,37392.0,OWN,other,693,441.84880000000004,3.0,36.0,15,0,2,0
27000,130000.0,MORTGAGE,debt_consolidation,707,1020.5000000000001,10.0,60.0,8,1,1,0
3575,70000.0,RENT,other,753,1150.3333333333333,7.0,36.0,8,0,0,0
18000,95000.0,MORTGAGE,other,744,2290.291666666667,10.0,60.0,17,0,1,1
10000,58800.0,MORTGAGE,debt_consolidation,702,755.09,0.0,36.0,7,0,1,0
15750,46000.0,MORTGAGE,home_improvement,705,533.9833333333333,9.0,60.0,8,0,1,0
34275,92400.0,MORTGAGE,other,754,746.13,3.0,60.0,18,0,0,0
25000,98000.0,RENT,debt_consolidation,716,1902.0166666666667,10.0,36.0,4,0,0,0
3600,40000.0,MORTGAGE,vacation,696,1875.3333333333335,0.5,36.0,13,0,0,0
7500,94000.0,MORTGAGE,other,729,1973.2166666666667,2.0,36.0,6,0,0,0
12000,50000.0,RENT,debt_consolidation,737,1326.25,10.0,36.0,16,0,0,0
12000,94102.0,MORTGAGE,debt_consolidation,765,901.8108333333333,8.0,36.0,11,0,0,0
6000,110000.0,MORTGAGE,debt_consolidation,694,1927.75,7.0,36.0,9,0,4,0
10000,51000.0,RENT,debt_consolidation,758,1003.8500000000001,2.0,36.0,9,0,0,0
10000,50000.0,MORTGAGE,other,700,581.25,10.0,36.0,11,0,0,0
35000,150000.0,MORTGAGE,debt_consolidation,707,1587.5,10.0,60.0,18,2,1,1
9000,24000.0,OWN,debt_consolidation,695,512.0,4.0,36.0,7,0,0,0
13225,50000.0,RENT,other,685,1117.9166666666667,7.0,36.0,11,0,1,0
3000,42589.0,MORTGAGE,debt_consolidation,720,664.0334916666668,1.0,36.0,18,0,0,0
20000,70800.0,MORTGAGE,debt_consolidation,691,1266.73,0.0,36.0,16,0,1,0
10000,43000.0,MORTGAGE,debt_consolidation,719,734.2249999999999,5.0,36.0,28,0,2,0
23225,53000.0,RENT,other,719,34.89166666666667,3.0,60.0,13,0,2,1
14000,47500.0,RENT,other,722,391.87500000000006,4.0,36.0,9,0,1,1
14350,150000.0,MORTGAGE,debt_consolidation,726,2217.4999999999995,0.5,36.0,19,2,1,0
19000,60000.0,RENT,other,718,661.0000000000001,10.0,60.0,4,0,0,0
5200,62000.0,RENT,debt_consolidation,704,377.68333333333334,3.0,36.0,10,1,0,0
5500,120996.0,MORTGAGE,car,769,1182.7359,10.0,36.0,12,0,1,0
20000,150000.0,RENT,debt_consolidation,722,1833.75,8.0,36.0,14,0,0,0
9600,38000.0,RENT,other,699,1023.15,10.0,36.0,7,1,0,0
13000,40000.0,RENT,debt_consolidation,710,811.0,4.0,60.0,8,0,0,0
15000,57000.0,OWN,debt_consolidation,740,1105.8,0.0,36.0,9,0,1,0
8000,85000.0,MORTGAGE,home_improvement,685,505.0416666666667,10.0,36.0,8,1,3,0
15000,60000.0,OWN,debt_consolidation,729,1384.0,10.0,60.0,7,0,0,0
10000,65000.0,RENT,other,703,1027.0000000000002,10.0,36.0,17,0,1,0
34550,72000.0,MORTGAGE,debt_consolidation,732,1115.4,10.0,36.0,22,0,1,0
13500,83000.0,MORTGAGE,other,764,2739.0000000000005,10.0,36.0,19,0,0,0
10775,75500.0,OWN,other,714,832.3875,10.0,36.0,11,0,2,0
20000,80000.0,MORTGAGE,other,698,1671.3333333333333,10.0,60.0,17,0,0,0
6500,22000.0,MORTGAGE,other,682,624.0666666666666,8.0,36.0,10,0,3,1
35000,160000.0,MORTGAGE,home_improvement,794,1246.6666666666667,1.0,36.0,10,0,0,0
9000,48000.0,RENT,debt_consolidation,694,1000.0,5.0,36.0,18,0,0,0
15000,38724.0,RENT,other,708,704.1314,0.0,36.0,11,0,2,0
12000,66000.0,RENT,debt_consolidation,709,1080.75,0.0,36.0,11,0,0,0
10000,27000.0,RENT,debt_consolidation,666,411.075,0.0,60.0,6,0,1,0
13000,45000.0,MORTGAGE,debt_consolidation,728,538.875,10.0,60.0,11,0,1,0
11200,95000.0,RENT,debt_consolidation,566,1400.4583333333335,1.0,36.0,16,6,1,0
4000,30000.0,RENT,debt_consolidation,713,629.0,4.0,36.0,8,0,1,0
10000,35000.0,RENT,debt_consolidation,730,477.16666666666663,0.0,36.0,14,0,0,0
12000,101000.0,MORTGAGE,home_improvement,638,728.0416666666666,10.0,60.0,7,2,0,0
35000,109212.0,MORTGAGE,debt_consolidation,741,2032.2532999999996,10.0,60.0,18,0,1,0
12725,140000.0,RENT,debt_consolidation,765,1631.0,0.5,36.0,7,0,0,0
20000,50000.0,MORTGAGE,debt_consolidation,744,377.9166666666667,6.0,60.0,9,0,0,0
28000,142000.0,RENT,debt_consolidation,695,493.45000000000005,8.0,60.0,14,2,1,0
9000,42000.0,MORTGAGE,major_purchase,682,656.95,2.0,36.0,5,0,1,0
18000,47000.0,MORTGAGE,other,738,544.025,10.0,36.0,13,0,0,0
7500,50823.0,RENT,debt_consolidation,673,191.856825,6.0,36.0,7,1,0,0
16550,29384.28,RENT,debt_consolidation,602,726.2814539999999,0.0,36.0,3,3,1,1
10000,120000.0,MORTGAGE,home_improvement,727,398.0,2.0,36.0,8,0,0,0
30000,82000.0,RENT,other,703,985.3666666666666,10.0,60.0,6,0,0,0
5000,50000.0,MORTGAGE,debt_consolidation,689,809.5833333333334,8.0,36.0,22,0,1,0
21100,60000.0,RENT,debt_consolidation,759,983.0,10.0,36.0,9,0,0,0
25000,100000.0,MORTGAGE,debt_consolidation,756,1713.3333333333333,8.0,60.0,12,0,0,0
10000,62400.0,RENT,debt_consolidation,692,770.12,1.0,36.0,8,0,0,0
10000,45000.0,RENT,other,722,1087.875,8.0,36.0,14,0,0,0
31200,83500.0,MORTGAGE,debt_consolidation,707,2111.8541666666665,10.0,60.0,11,1,0,0
10375,48000.0,RENT,other,729,803.1999999999999,8.0,60.0,10,0,1,0
12850,38000.0,MORTGAGE,debt_consolidation,665,1258.1166666666666,10.0,60.0,7,1,1,0
15000,71000.0,MORTGAGE,major_purchase,761,970.9250000000001,10.0,36.0,14,0,1,0
29975,125000.0,RENT,debt_consolidation,748,1894.7916666666665,3.0,60.0,12,0,0,0
10700,30000.0,MORTGAGE,major_purchase,685,446.99999999999994,3.0,36.0,9,0,0,0
5000,29000.0,RENT,other,686,780.1,5.0,36.0,9,0,0,0
35000,75000.0,MORTGAGE,home_improvement,698,813.125,8.0,60.0,6,0,0,0
20000,75000.0,MORTGAGE,debt_consolidation,713,938.1250000000001,10.0,60.0,23,1,1,0
30000,40000.0,RENT,other,708,3546.333333333334,6.0,60.0,15,0,0,0
14400,60000.0,RENT,debt_consolidation,695,1003.9999999999999,2.0,36.0,12,0,2,0
15000,59000.0,OWN,other,662,1391.416666666667,8.0,36.0,23,0,4,0
4000,14232.0,RENT,debt_consolidation,707,222.01919999999998,2.0,36.0,10,0,0,1
4800,120000.0,MORTGAGE,home_improvement,687,2626.0,1.0,36.0,9,2,0,0
28000,153000.0,OWN,other,778,1643.4750000000001,6.0,36.0,14,0,0,0
30000,96500.0,RENT,debt_consolidation,717,1544.8041666666668,5.0,36.0,33,0,2,0
19775,43000.0,MORTGAGE,debt_consolidation,748,700.9,0.5,36.0,12,0,0,1
6475,18000.0,RENT,debt_consolidation,711,180.0,0.0,36.0,7,0,0,0
4700,25434.12,MORTGAGE,debt_consolidation,720,675.0639349999999,0.0,36.0,17,0,1,0
10800,116000.0,MORTGAGE,debt_consolidation,733,2143.1,0.0,36.0,15,0,2,1
4000,29000.0,RENT,debt_consolidation,697,608.2750000000001,0.5,36.0,3,0,0,0
3000,80000.0,RENT,home_improvement,737,1027.3333333333335,2.0,36.0,8,0,0,0
5000,63000.0,MORTGAGE,debt_consolidation,699,1103.55,10.0,36.0,7,0,0,0
35000,70000.0,MORTGAGE,debt_consolidation,698,2415.583333333333,6.0,36.0,16,1,0,0
21000,115000.0,RENT,debt_consolidation,757,1721.166666666667,1.0,36.0,13,0,1,0
11000,64000.0,RENT,debt_consolidation,726,1961.6,10.0,36.0,19,0,1,1
5000,41600.0,RENT,debt_consolidation,703,492.96,6.0,36.0,8,0,1,0
6000,48000.0,RENT,other,713,422.00000000000006,10.0,36.0,2,0,0,0
25000,85000.0,MORTGAGE,debt_consolidation,718,1007.2499999999999,2.0,60.0,8,0,0,0
14000,69000.0,MORTGAGE,debt_consolidation,755,1018.9,3.0,60.0,15,0,0,0
20000,67932.0,RENT,debt_consolidation,739,701.9639999999999,4.0,60.0,11,0,0,0
8000,76000.0,RENT,moving,722,421.8,2.0,36.0,7,0,1,0
7200,78000.0,RENT,debt_consolidation,707,466.70000000000005,10.0,36.0,7,0,1,0
25000,123000.0,OWN,debt_consolidation,756,1916.75,1.0,36.0,13,0,0,0
35000,200000.0,OWN,major_purchase,751,748.3333333333334,8.0,36.0,5,0,0,0
6000,23000.0,RENT,debt_consolidation,701,405.18333333333334,9.0,36.0,11,0,2,0
14400,50000.0,MORTGAGE,vacation,700,658.7500000000001,7.0,60.0,17,0,0,0
10000,135000.0,MORTGAGE,home_improvement,752,1300.5,1.0,36.0,22,0,0,0
6000,65000.0,RENT,other,666,534.625,1.0,36.0,4,0,3,0
10400,67000.0,MORTGAGE,debt_consolidation,739,283.075,7.0,36.0,7,0,0,0
16000,45000.0,MORTGAGE,debt_consolidation,733,1261.1250000000002,0.5,60.0,21,0,0,0
15000,120000.0,MORTGAGE,debt_consolidation,782,2539.0,0.0,36.0,18,0,0,0
36000,180000.0,MORTGAGE,debt_consolidation,778,528.0,10.0,36.0,4,0,0,0
7200,68000.0,RENT,other,747,1877.366666666667,0.5,36.0,20,0,0,0
20000,93000.0,RENT,debt_consolidation,714,436.325,10.0,36.0,6,0,0,0
6800,44000.0,RENT,other,699,373.99999999999994,0.5,36.0,15,0,1,0
27000,60000.0,RENT,major_purchase,643,504.99999999999994,2.0,36.0,7,0,3,0
8000,32640.0,RENT,debt_consolidation,702,585.072,1.0,36.0,18,0,1,0
8000,80000.0,MORTGAGE,major_purchase,737,2009.3333333333335,3.0,36.0,10,0,1,1
9750,19500.0,RENT,debt_consolidation,729,561.925,8.0,36.0,8,0,0,0
8400,45000.0,RENT,debt_consolidation,714,453.0,2.0,36.0,9,0,0,0
10000,65000.0,MORTGAGE,major_purchase,693,1626.0833333333335,10.0,36.0,12,1,1,0
13000,45000.0,RENT,debt_consolidation,675,622.875,6.0,60.0,4,0,1,0
21000,50000.0,OWN,home_improvement,717,783.3333333333334,2.0,60.0,14,0,0,0
13500,68000.0,OWN,debt_consolidation,735,646.0000000000001,0.0,36.0,13,0,0,0
10050,30000.0,RENT,other,694,97.0,10.0,36.0,5,0,0,1
16000,75000.0,MORTGAGE,debt_consolidation,701,1151.875,0.5,36.0,8,0,0,0
39500,114500.0,MORTGAGE,other,702,2367.2875,6.0,60.0,12,2,0,0
19400,72000.0,RENT,debt_consolidation,687,763.2,4.0,36.0,14,1,1,0
10000,188000.0,MORTGAGE,debt_consolidation,815,2232.4999999999995,1.0,36.0,24,0,0,0
6825,66966.0,RENT,debt_consolidation,713,867.2096999999999,6.0,36.0,8,0,0,0
20150,56000.0,MORTGAGE,debt_consolidation,707,1197.0,0.0,36.0,14,0,0,0
10000,132000.0,MORTGAGE,major_purchase,724,3082.2000000000003,3.0,36.0,11,1,1,0
20000,47000.0,MORTGAGE,home_improvement,677,617.2666666666667,10.0,36.0,10,0,3,0
13250,35000.0,MORTGAGE,other,692,590.0416666666666,10.0,36.0,27,0,2,0
4000,36899.0,RENT,other,660,206.94189166666666,10.0,36.0,15,1,0,0
20400,125000.0,MORTGAGE,other,737,1559.375,3.0,60.0,8,0,2,0
29750,62000.0,OWN,debt_consolidation,741,1382.0833333333335,10.0,60.0,12,0,0,0
10000,84000.0,MORTGAGE,debt_consolidation,742,499.1,7.0,36.0,6,0,0,0
8000,110000.0,OWN,other,694,2191.75,6.0,36.0,10,2,0,0
16000,93000.0,MORTGAGE,other,701,2172.325,2.0,36.0,18,1,0,0
8625,30000.0,RENT,debt_consolidation,694,486.00000000000006,0.5,36.0,7,0,0,0
20000,83000.0,RENT,debt_consolidation,728,863.2,2.0,36.0,19,0,0,0
25000,100000.0,MORTGAGE,other,701,1990.8333333333335,2.0,60.0,10,2,0,0
15000,61000.0,RENT,debt_consolidation,715,255.18333333333328,3.0,36.0,6,0,1,0
16000,90000.0,RENT,other,728,939.0,5.0,60.0,11,0,0,0
24000,125000.0,MORTGAGE,debt_consolidation,731,1928.125,3.0,36.0,16,1,0,0
12800,48450.0,RENT,other,644,999.28125,1.0,60.0,14,1,2,0
1400,20000.0,RENT,debt_consolidation,670,48.0,1.0,36.0,4,0,0,0
5600,45000.0,MORTGAGE,other,715,784.875,10.0,36.0,22,0,1,0
15000,87360.0,RENT,debt_consolidation,688,736.0079999999999,1.0,36.0,6,2,0,0
10400,32000.0,RENT,debt_consolidation,718,646.1333333333333,4.0,60.0,15,0,1,0
5000,50000.0,MORTGAGE,other,750,1611.2500000000002,6.0,36.0,19,0,0,0
6000,115000.0,RENT,debt_consolidation,779,1610.9583333333335,2.0,36.0,7,0,0,0
6275,85000.0,MORTGAGE,other,648,492.99999999999994,1.0,36.0,8,3,0,0
25000,325000.0,RENT,debt_consolidation,779,1990.6249999999998,6.0,36.0,8,0,1,0
3925,11000.0,RENT,debt_consolidation,698,168.11666666666667,5.0,36.0,16,0,0,0
20375,75000.0,MORTGAGE,other,738,1518.125,4.0,60.0,14,0,0,0
12000,46000.0,MORTGAGE,debt_consolidation,688,665.0833333333334,1.0,60.0,6,0,0,0
4200,55000.0,MORTGAGE,debt_consolidation,708,1026.2083333333333,10.0,36.0,5,0,0,0
10000,43560.0,RENT,debt_consolidation,735,708.939,4.0,36.0,9,0,1,0
30000,83000.0,MORTGAGE,home_improvement,657,1132.95,10.0,36.0,26,1,4,0
35000,58400.0,MORTGAGE,other,746,252.09333333333333,2.0,36.0,11,0,0,0
8800,41000.0,RENT,other,717,1144.2416666666668,1.0,36.0,19,0,0,0
14400,88000.0,MORTGAGE,debt_consolidation,680,1196.8,10.0,36.0,17,2,0,0
12000,147000.0,MORTGAGE,home_improvement,737,1394.0500000000002,10.0,36.0,14,1,0,0
12000,60000.0,MORTGAGE,home_improvement,713,1203.0,2.0,36.0,13,0,1,0
8000,72000.0,MORTGAGE,other,671,1702.8,4.0,36.0,27,0,3,0
20000,150000.0,MORTGAGE,debt_consolidation,639,1182.5,10.0,60.0,6,3,0,0
25000,106000.0,OWN,debt_consolidation,670,1250.8000000000002,5.0,60.0,15,2,1,0
9600,54000.0,MORTGAGE,debt_consolidation,734,613.8,6.0,36.0,8,0,0,0
5000,48000.0,RENT,debt_consolidation,705,427.2,0.5,36.0,10,0,1,0
20000,95000.0,RENT,debt_consolidation,747,900.125,1.0,36.0,19,0,0,0
33675,150000.0,OWN,other,767,2927.5000000000005,4.0,36.0,15,0,1,0
14775,50000.0,RENT,major_purchase,709,1946.2500000000002,3.0,60.0,19,0,0,1
24975,75000.0,MORTGAGE,other,753,2366.875,10.0,60.0,16,0,1,1
21600,45000.0,RENT,debt_consolidation,697,1036.8749999999998,2.0,36.0,5,1,1,0
10000,57750.0,RENT,debt_consolidation,714,776.25625,2.0,36.0,8,0,0,0
20000,55000.0,OWN,other,703,797.0416666666666,5.0,60.0,6,0,0,0
20000,140000.0,MORTGAGE,debt_consolidation,765,4107.833333333333,0.5,60.0,35,0,0,0
